78,34,0
78,34,0
80,35,0
82,36,0
83,37,0
85,37,0
87,38,0
88,39,0
90,40,0
92,40,0
94,41,0
96,42,0
97,42,0
98,43,0
100,44,0
102,44,0
104,45,0
106,46,0
108,46,0
109,47,0
112,48,0
112,49,0
113,49,0
113,50,1
113,50,4
112,51,7
112,51,11
112,52,14
112,53,17
112,53,19
112,54,21
111,55,23
111,55,25
111,56,27
111,57,29
111,58,30
110,58,32
110,59,33
110,60,35
110,60,36
110,62,39
110,63,41
109,63,42
109,64,43
109,65,45
109,65,46
109,66,47
109,66,48
109,67,49
109,67,50
108,68,51
108,69,52
108,69,53
108,70,55
108,71,56
108,72,57
108,72,58
108,73,59
108,74,60
108,74,61
108,76,63
108,76,64
108,77,65
108,78,66
108,78,67
108,79,68
108,80,69
108,81,70
108,81,71
108,82,72
108,82,72
108,83,73
108,83,74
108,84,75
108,85,76
108,85,77
108,86,78
108,87,79
108,87,80
109,89,82
109,90,83
109,90,84
109,91,85
109,92,85
109,92,86
109,93,87
109,94,88
110,94,89
110,95,90
110,96,91
110,97,92
110,97,93
110,98,94
110,98,94
111,99,94
111,99,95
111,100,96
111,101,97
111,101,98
112,103,100
112,104,101
112,104,101
112,105,102
113,106,103
113,106,104
113,107,105
113,108,106
114,109,107
114,109,108
114,110,108
114,111,109
115,111,110
115,112,111
115,113,112
116,114,113
116,114,114
116,114,114
116,115,114
117,116,115
117,117,117
118,118,118
118,119,119
119,119,119
119,120,120
119,121,121
120,122,122
120,122,123
120,123,124
120,124,125
120,124,126
120,125,126
120,126,127
120,127,128
120,127,129
121,128,130
121,129,131
121,130,132
121,130,133
120,131,134
120,132,135
120,133,136
120,133,137
120,134,138
120,135,139
120,136,140
120,136,141
120,137,142
120,138,143
120,139,144
120,139,145
120,140,146
120,141,146
120,142,147
119,142,148
119,143,149
119,144,150
119,145,151
119,146,152
118,146,153
118,147,154
118,148,155
118,149,156
118,149,157
118,150,158
117,151,159
117,152,160
117,153,161
117,153,162
116,154,163
116,155,164
116,156,165
116,156,166
115,157,167
115,158,168
115,159,169
115,160,170
114,160,171
114,161,172
113,162,173
113,163,174
113,164,175
112,165,176
112,165,177
111,166,179
111,167,180
111,168,181
111,169,182
110,169,183
110,170,184
109,171,185
109,172,186
109,173,187
108,174,188
108,174,189
107,175,190
107,176,191
106,177,192
105,178,193
105,179,194
104,179,195
104,180,196
103,181,197
103,182,198
102,183,199
101,184,200
101,185,201
100,185,203
99,186,204
99,187,205
99,188,206
98,189,207
98,190,208
97,191,209
96,192,210
95,192,211
95,193,212
93,194,213
92,195,214
92,196,216
91,197,217
90,198,218
89,199,219
88,200,220
88,200,221
87,201,222
86,202,223
85,203,224
84,204,225
83,205,226
82,206,228
81,207,229
80,208,230
80,209,231
79,210,232
78,211,233
76,211,234
74,212,236
73,213,237
72,214,238
70,215,239
69,216,240
68,217,241
66,218,242
65,219,244
64,220,245
62,221,246
61,222,247
59,223,248
57,224,249
55,225,251
53,226,252
52,227,253
52,228,254
53,229,254
54,230,254
56,232,254
