84,1,68
85,1,68
86,3,68
88,4,69
89,6,69
91,7,70
92,9,70
93,10,70
95,12,70
96,13,71
98,15,71
99,16,71
100,17,71
101,19,71
103,20,72
104,22,72
105,23,72
106,24,72
108,26,72
109,27,72
111,29,72
112,31,72
113,32,72
115,33,72
115,34,72
116,35,72
117,36,72
118,37,72
119,39,72
120,40,72
121,41,71
122,43,71
122,44,71
123,45,71
124,46,71
125,47,70
126,48,70
126,50,70
127,51,70
128,52,69
129,55,69
130,56,69
131,57,68
131,58,68
132,59,68
132,61,67
133,62,67
133,62,66
133,63,66
134,64,66
134,65,65
135,67,65
135,68,64
136,69,64
136,70,63
136,71,63
137,72,62
137,73,62
137,74,62
138,76,61
138,78,61
138,79,60
139,80,60
139,81,59
139,82,59
139,83,58
140,84,58
140,85,57
140,86,57
140,88,56
140,88,56
140,89,55
140,90,55
141,91,54
141,92,54
141,93,53
141,94,53
141,95,52
141,96,52
141,98,51
141,99,51
142,100,50
142,101,50
142,102,49
142,103,49
142,104,49
142,105,48
142,106,48
142,107,47
142,108,47
142,109,46
142,110,46
142,111,46
142,111,45
142,112,45
142,113,44
142,113,44
142,114,44
142,115,43
142,117,43
142,118,42
142,119,42
142,120,42
142,121,41
142,122,41
142,123,41
142,124,40
142,125,40
142,126,39
142,127,39
142,128,39
142,129,38
142,130,38
142,130,38
142,131,37
142,132,37
142,132,37
142,133,36
142,134,36
142,136,35
142,137,35
141,138,35
141,139,34
141,140,34
141,141,34
141,142,33
141,143,33
141,144,33
140,145,33
140,146,32
140,146,32
140,147,32
140,148,31
139,149,31
139,150,31
139,151,31
139,152,31
138,153,31
138,154,30
137,155,30
137,156,30
137,157,30
137,158,31
136,159,31
136,160,31
136,161,31
135,161,31
135,162,31
134,163,32
134,164,32
133,165,33
133,166,33
133,167,34
132,168,34
131,169,35
131,170,36
130,171,37
129,172,37
129,173,38
128,173,39
127,174,40
127,175,41
126,176,42
126,177,44
125,178,45
124,179,46
124,180,47
123,181,49
122,182,50
121,182,52
121,183,53
120,184,55
119,185,56
118,186,58
117,187,59
116,188,61
115,188,63
113,189,64
112,190,66
111,191,68
110,192,70
109,193,72
108,193,74
107,194,76
106,195,78
105,196,80
105,197,82
104,197,84
103,198,86
101,199,88
100,200,90
99,200,92
98,201,94
96,202,96
95,203,99
94,203,101
91,204,104
90,205,106
89,205,108
87,206,110
86,207,113
85,208,115
83,208,117
82,209,119
80,209,122
79,210,124
77,211,127
76,211,129
74,212,132
73,213,134
72,213,137
70,214,139
69,214,142
67,215,144
65,215,147
64,216,149
60,216,154
59,217,156
57,217,158
55,218,161
54,218,163
53,219,166
51,219,168
49,220,171
47,220,174
46,221,176
44,221,178
42,222,181
40,222,184
39,222,186
37,223,189
36,223,192
35,223,194
33,224,197
32,224,200
31,225,202
28,225,207
27,225,209
26,226,212
25,226,215
25,226,217
24,227,219
24,227,222
24,227,224
24,228,227
25,228,229
25,228,232
26,229,234
27,229,236
28,229,239
29,229,241
30,230,244
32,230,246
33,230,248
35,231,251
37,231,253
