128,0,0
128,0,0
128,0,0
128,0,0
128,0,0
128,0,0
128,0,0
128,0,0
128,0,0
132,0,0
132,0,0
136,0,0
144,0,0
148,0,0
152,0,0
160,0,0
168,0,0
172,0,0
180,0,0
184,0,0
196,0,0
208,0,0
220,0,0
236,0,0
244,0,0
255,0,0
255,16,0
255,28,0
255,44,0
255,56,0
255,68,0
255,84,0
255,96,0
255,108,0
255,116,0
255,124,0
255,136,0
255,144,0
255,160,0
255,168,0
255,180,0
255,192,0
255,200,0
255,216,0
255,228,0
255,240,0
255,252,0
246,255,10
234,255,22
222,255,34
210,255,46
198,255,58
190,255,66
182,255,74
166,255,90
158,255,98
142,255,114
134,255,122
122,255,134
110,255,146
102,255,154
90,255,166
82,255,174
70,255,186
54,255,202
42,255,214
30,255,226
22,255,234
14,255,242
1,255,254
0,248,255
0,240,255
0,228,255
0,224,255
0,216,255
0,208,255
0,196,255
0,192,255
0,188,255
0,180,255
0,176,255
0,168,255
0,160,255
0,156,255
0,148,255
0,144,255
0,136,255
0,132,255
0,128,255
0,124,255
0,120,255
0,116,255
0,112,255
0,108,255
0,100,255
0,96,255
0,88,255
0,84,255
0,80,255
0,76,255
0,72,255
0,68,255
0,64,255
0,60,255
0,56,255
0,52,255
0,48,255
0,44,255
0,40,255
0,36,255
0,32,255
0,28,255
0,20,255
0,20,255
0,16,255
0,8,255
0,8,255
0,4,255
0,0,255
0,0,252
0,0,252
0,0,248
0,0,244
0,0,240
0,0,236
0,0,236
0,0,232
0,0,232
0,0,224
0,0,224
0,0,220
0,0,220
0,0,216
0,0,212
0,0,208
0,0,208
0,0,208
0,0,204
0,0,204
0,0,200
0,0,200
0,0,196
0,0,196
0,0,192
0,0,192
0,0,188
0,0,188
0,0,184
0,0,184
0,0,184
0,0,184
0,0,184
0,0,180
0,0,180
0,0,176
0,0,176
0,0,172
0,0,172
0,0,172
0,0,172
0,0,168
0,0,168
0,0,164
0,0,164
0,0,160
0,0,160
0,0,160
0,0,156
0,0,156
0,0,156
0,0,156
0,0,152
0,0,152
0,0,152
0,0,152
0,0,148
0,0,148
0,0,144
0,0,144
0,0,144
0,0,140
0,0,140
0,0,136
0,0,136
0,0,136
0,0,136
0,0,136
0,0,136
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,132
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
0,0,128
