4,0,0
4,0,0
5,0,1
7,1,1
8,1,1
10,1,2
12,2,2
14,2,2
16,3,3
19,3,3
21,4,4
23,4,5
24,5,6
26,5,6
28,6,7
30,7,8
32,7,9
34,8,10
36,9,11
38,9,12
43,11,14
45,11,16
47,12,17
49,13,18
51,13,18
53,13,19
55,14,20
58,14,21
60,15,23
62,15,24
65,16,25
67,16,27
69,16,28
72,17,29
74,17,31
76,17,32
78,17,33
81,17,34
83,18,36
85,18,37
90,17,41
92,17,42
95,17,44
97,17,45
99,17,47
101,17,49
103,16,51
104,16,51
106,16,53
107,16,55
109,15,56
111,15,58
112,15,60
113,15,62
115,15,63
116,15,65
117,15,67
118,15,68
119,16,69
120,16,71
121,16,74
122,17,76
123,17,78
123,18,79
124,18,81
124,19,82
125,19,84
125,20,86
126,21,87
126,21,89
126,21,89
126,22,91
127,22,92
127,23,94
127,24,95
128,24,97
128,25,99
128,26,100
128,26,102
129,28,104
129,28,106
129,29,107
129,29,109
129,30,110
129,31,112
129,31,114
129,32,115
129,33,117
129,33,118
129,34,120
130,34,121
130,35,123
130,35,124
130,35,125
130,36,127
129,37,128
129,37,130
129,38,131
129,38,133
129,39,136
129,40,137
129,41,139
129,41,140
129,42,142
129,42,144
129,43,145
128,43,147
128,44,148
128,44,150
128,45,152
128,45,153
127,46,155
127,46,156
127,47,158
127,47,160
126,48,161
126,48,162
126,48,164
125,49,165
125,50,168
125,51,170
124,51,171
124,52,173
123,52,174
123,53,176
123,53,178
122,54,179
122,54,181
121,55,183
121,55,184
120,56,186
120,57,188
119,57,189
119,58,191
118,58,192
117,59,194
117,60,196
115,60,197
115,61,199
114,62,200
114,62,202
113,63,204
113,64,205
112,64,207
111,65,208
111,66,210
110,67,211
109,68,213
108,69,214
108,69,216
107,70,217
106,71,219
105,72,220
104,73,222
104,74,223
103,76,224
102,77,226
100,78,227
100,79,228
99,80,229
98,82,231
98,83,232
97,84,233
97,86,234
96,87,235
96,88,236
95,90,237
94,91,238
94,93,239
94,95,240
93,96,241
93,98,242
92,100,242
92,101,243
92,103,244
92,105,244
92,107,245
92,108,246
92,110,246
92,112,247
92,114,247
92,116,248
92,118,248
93,120,249
93,121,249
93,123,249
94,125,250
94,127,250
95,129,250
95,131,251
96,133,251
97,135,251
97,137,252
98,138,252
99,140,252
100,142,252
101,145,252
102,147,253
103,148,253
104,150,253
105,152,253
106,154,253
107,155,253
108,157,254
109,159,254
110,161,254
111,163,254
113,165,254
114,167,254
115,169,254
116,170,254
118,172,254
119,174,254
120,176,254
122,178,254
123,180,254
125,182,254
126,184,254
128,186,254
129,188,254
131,190,254
132,191,254
133,193,254
135,194,254
136,196,254
138,198,254
140,200,254
141,202,254
143,204,254
144,205,254
146,207,254
148,209,254
149,211,254
151,213,254
153,215,254
154,216,254
157,219,253
159,221,253
160,223,253
162,225,253
164,226,253
166,228,253
168,230,253
169,232,253
170,233,253
172,235,252
174,236,252
176,238,252
178,240,252
180,242,252
182,244,252
184,246,252
185,247,252
187,249,252
189,251,252
191,253,252
